id;parent_id;person_type;name;begin;end;wiki_url
de.05954020;de.05954;Stadt;Herdecke;;;Herdecke
de.05954024;de.05954;Stadt;Schwelm;;;Schwelm
de.05954028;de.05954;Stadt;Sprockhövel;;;Sprockhövel
de.05954032;de.05954;Stadt;Wetter (Ruhr);;;Wetter_(Ruhr)
de.05954036;de.05954;Stadt;Witten;;;Witten
de.05958001;de.05958;Kreisverwaltung;Hochsauerlandkreis;;;Kreisverwaltung_Hochsauerlandkreis
de.05958004;de.05958;Stadt;Arnsberg;;;Arnsberg
de.05958008;de.05958;Gemeinde;Bestwig;;;Bestwig
de.05958012;de.05958;Stadt;Brilon;;;Brilon
de.05958016;de.05958;Gemeinde;Eslohe (Sauerland);;;Eslohe_(Sauerland)
de.05958020;de.05958;Stadt;Hallenberg;;;Hallenberg
de.05958024;de.05958;Stadt;Marsberg;;;Marsberg
de.05958028;de.05958;Stadt;Medebach;;;Medebach
de.05958032;de.05958;Stadt;Meschede;;;Meschede
de.05958036;de.05958;Stadt;Olsberg;;;Olsberg
de.05958040;de.05958;Stadt;Schmallenberg;;;Schmallenberg
de.05958044;de.05958;Stadt;Sundern (Sauerland);;;Sundern_(Sauerland)
de.05958048;de.05958;Stadt;Winterberg;;;Winterberg
de.05962001;de.05962;Kreisverwaltung;Märkischer Kreis;;;Kreisverwaltung_Märkischer_Kreis
de.05962004;de.05962;Stadt;Altena;;;Altena
de.05962008;de.05962;Stadt;Balve;;;Balve
de.05962012;de.05962;Stadt;Halver;;;Halver
de.05962016;de.05962;Stadt;Hemer;;;Hemer
de.05962020;de.05962;Gemeinde;Herscheid;;;Herscheid
de.05962024;de.05962;Stadt;Iserlohn;;;Iserlohn
de.05962028;de.05962;Stadt;Kierspe;;;Kierspe
de.05962032;de.05962;Stadt;Lüdenscheid;;;Lüdenscheid
de.05962036;de.05962;Stadt;Meinerzhagen;;;Meinerzhagen
de.05962040;de.05962;Stadt;Menden (Sauerland);;;Menden_(Sauerland)
de.05962044;de.05962;Gemeinde;Nachrodt-Wiblingwerde;;;Nachrodt-Wiblingwerde
de.05962048;de.05962;Stadt;Neuenrade;;;Neuenrade
de.05962052;de.05962;Stadt;Plettenberg;;;Plettenberg
de.05962056;de.05962;Gemeinde;Schalksmühle;;;Schalksmühle
de.05962060;de.05962;Stadt;Werdohl;;;Werdohl
de.05966001;de.05966;Kreisverwaltung;Olpe;;;Kreisverwaltung_Olpe
de.05966004;de.05966;Stadt;Attendorn;;;Attendorn
de.05966008;de.05966;Stadt;Drolshagen;;;Drolshagen
de.05966012;de.05966;Gemeinde;Finnentrop;;;Finnentrop
de.05966016;de.05966;Gemeinde;Kirchhundem;;;Kirchhundem
de.05966020;de.05966;Stadt;Lennestadt;;;Lennestadt
de.05966024;de.05966;Stadt;Olpe;;;Olpe
de.05966028;de.05966;Gemeinde;Wenden;;;Wenden
de.05970001;de.05970;Kreisverwaltung;Siegen-Wittgenstein;;;Kreisverwaltung_Siegen-Wittgenstein
de.05970004;de.05970;Stadt;Bad Berleburg;;;Bad_Berleburg
de.05970008;de.05970;Gemeinde;Burbach;;;Burbach
de.05970012;de.05970;Gemeinde;Erndtebrück;;;Erndtebrück
de.05970016;de.05970;Stadt;Freudenberg;;;Freudenberg
de.05970020;de.05970;Stadt;Hilchenbach;;;Hilchenbach
de.05970024;de.05970;Stadt;Kreuztal;;;Kreuztal
de.05970028;de.05970;Stadt;Bad Laasphe;;;Bad_Laasphe
de.05970032;de.05970;Stadt;Netphen;;;Netphen
de.05970036;de.05970;Gemeinde;Neunkirchen;;;Neunkirchen
de.05970040;de.05970;Stadt;Siegen;;;Siegen
de.05970044;de.05970;Gemeinde;Wilnsdorf;;;Wilnsdorf
de.05974001;de.05974;Kreisverwaltung;Soest;;;Kreisverwaltung_Soest
de.05974004;de.05974;Gemeinde;Anröchte;;;Anröchte
de.05974008;de.05974;Gemeinde;Bad Sassendorf;;;Bad_Sassendorf
de.05974012;de.05974;Gemeinde;Ense;;;Ense
de.05974016;de.05974;Stadt;Erwitte;;;Erwitte
de.05974020;de.05974;Stadt;Geseke;;;Geseke
de.05974024;de.05974;Gemeinde;Lippetal;;;Lippetal
de.05974028;de.05974;Stadt;Lippstadt;;;Lippstadt
de.05974032;de.05974;Gemeinde;Möhnesee;;;Möhnesee
de.05974036;de.05974;Stadt;Rüthen;;;Rüthen
de.05974040;de.05974;Stadt;Soest;;;Soest
de.05974044;de.05974;Stadt;Warstein;;;Warstein
de.05974048;de.05974;Gemeinde;Welver;;;Welver
de.05974052;de.05974;Stadt;Werl;;;Werl
de.05974056;de.05974;Gemeinde;Wickede (Ruhr);;;Wickede_(Ruhr)
de.05978001;de.05978;Kreisverwaltung;Unna;;;Kreisverwaltung_Unna
de.05978004;de.05978;Stadt;Bergkamen;;;Bergkamen
de.05978008;de.05978;Gemeinde;Bönen;;;Bönen
de.05978012;de.05978;Stadt;Fröndenberg/Ruhr;;;Fröndenberg/Ruhr
de.05978016;de.05978;Gemeinde;Holzwickede;;;Holzwickede
de.05978020;de.05978;Stadt;Kamen;;;Kamen
de.05978024;de.05978;Stadt;Lünen;;;Lünen
de.05978028;de.05978;Stadt;Schwerte;;;Schwerte
de.05978032;de.05978;Stadt;Selm;;;Selm
de.05978036;de.05978;Stadt;Unna;;;Unna
de.05978040;de.05978;Stadt;Werne;;;Werne
